ID,util,times30dpd,dti,bad
776,"70,00%",0,"9,00%",0
777,"9,40%",1,"31,00%",0
778,"19,70%",1,"19,00%",0
779,"21,10%",0,"38,00%",0
780,"9,30%",0,"34,00%",0
781,"81,50%",1,"34,00%",1
782,"56,10%",1,"25,00%",0
783,"15,50%",0,"17,00%",0
784,"1,40%",0,"15,00%",0
785,"11,30%",0,"32,00%",0
786,"11,40%",0,"25,00%",0
787,"43,70%",0,"47,00%",0
788,"26,80%",0,"22,00%",0
789,"8,70%",0,"8,00%",0
790,"0,60%",0,"29,00%",0
791,"42,90%",1,"25,00%",0
792,"36,60%",0,"44,00%",0
793,"87,70%",0,"41,00%",0
794,"15,40%",0,"1,00%",0
795,"76,70%",0,"15,00%",0
796,"41,10%",2,"9,00%",0
797,"78,00%",1,"26,00%",1
798,"26,70%",0,"23,00%",0
799,"13,90%",0,"25,00%",0
800,"10,40%",0,"43,00%",0
801,"5,20%",0,"2,00%",0
802,"24,30%",0,"26,00%",0
803,"56,10%",0,"35,00%",0
804,"57,40%",2,"45,00%",0
805,"73,00%",2,"16,00%",1
806,"21,00%",0,"49,00%",0
807,"19,70%",1,"34,00%",1
808,"79,50%",3,"26,00%",0
809,"52,20%",1,"11,00%",0
810,"11,90%",0,"3,00%",0
811,"53,00%",2,"13,00%",0
812,"40,40%",1,"47,00%",0
813,"13,80%",0,"42,00%",0
814,"6,00%",0,"29,00%",0
815,"37,90%",0,"25,00%",0
816,"81,60%",1,"42,00%",0
817,"7,10%",0,"31,00%",0
818,"12,30%",0,"0,00%",0
819,"54,10%",3,"8,00%",0
820,"18,30%",0,"19,00%",0
821,"12,90%",2,"36,00%",0
822,"23,90%",0,"6,00%",0
823,"76,40%",0,"48,00%",0
824,"7,00%",2,"29,00%",0
825,"10,50%",0,"18,00%",0
826,"4,40%",0,"32,00%",0
827,"80,00%",2,"73,00%",1
828,"27,00%",1,"10,00%",0
829,"71,00%",0,"17,00%",0
830,"24,80%",1,"54,00%",0
831,"16,50%",1,"11,00%",0
832,"3,40%",0,"23,00%",0
833,"14,90%",1,"54,00%",0
834,"51,80%",0,"52,00%",0
835,"81,60%",2,"19,00%",1
836,"63,80%",1,"52,00%",0
837,"69,00%",1,"12,00%",0
838,"61,20%",4,"16,00%",1
839,"72,20%",0,"22,00%",0
840,"34,70%",2,"28,00%",0
841,"4,80%",2,"3,00%",0
842,"31,80%",0,"6,00%",0
843,"16,10%",0,"9,00%",0
844,"24,00%",0,"21,00%",0
845,"29,30%",0,"33,00%",0
846,"10,00%",0,"9,00%",0
847,"58,40%",1,"44,00%",0
848,"27,90%",0,"36,00%",0
849,"3,00%",0,"5,00%",0
850,"7,70%",0,"23,00%",0
851,"11,90%",3,"28,00%",1
852,"7,20%",4,"47,00%",1
853,"20,40%",2,"20,00%",0
854,"5,20%",0,"22,00%",0
855,"71,60%",1,"12,00%",0
856,"71,70%",3,"45,00%",1
857,"52,50%",0,"46,00%",0
858,"59,80%",0,"32,00%",0
859,"65,80%",0,"15,00%",0
860,"3,20%",0,"21,00%",0
861,"47,90%",0,"8,00%",0
862,"64,50%",3,"24,00%",1
863,"14,00%",0,"45,00%",1
864,"61,80%",0,"10,00%",0
865,"69,10%",2,"8,00%",0
866,"41,10%",0,"30,00%",0
867,"80,50%",1,"11,00%",0
868,"14,80%",0,"24,00%",0
869,"8,60%",0,"18,00%",1
870,"5,80%",0,"4,00%",0
871,"75,00%",2,"52,00%",1
872,"21,00%",0,"17,00%",0
873,"29,00%",3,"80,00%",1
874,"10,40%",0,"42,00%",0
875,"44,40%",0,"42,00%",0
876,"62,70%",1,"13,00%",0
877,"73,10%",3,"34,00%",1
878,"10,00%",1,"2,00%",0
879,"39,30%",1,"49,00%",1
880,"12,00%",2,"43,00%",0
881,"12,40%",0,"47,00%",0
882,"55,10%",0,"7,00%",0
883,"60,10%",0,"18,00%",0
884,"66,60%",1,"56,00%",0
885,"4,70%",0,"26,00%",0
886,"9,00%",0,"33,00%",0
887,"51,60%",0,"59,00%",0
888,"5,90%",0,"8,00%",0
889,"37,60%",1,"8,00%",0
890,"63,10%",2,"56,00%",1
891,"22,10%",1,"19,00%",0
892,"58,40%",0,"31,00%",0
893,"73,70%",4,"46,00%",1
894,"87,60%",0,"44,00%",0
895,"9,00%",1,"26,00%",0
896,"77,40%",0,"4,00%",0
897,"7,30%",2,"16,00%",1
898,"24,00%",4,"38,00%",1
899,"15,90%",0,"36,00%",0
900,"11,50%",0,"15,00%",0
901,"41,80%",2,"30,00%",1
902,"12,40%",1,"34,00%",0
903,"4,20%",0,"18,00%",0
904,"64,60%",0,"22,00%",0
905,"57,60%",1,"13,00%",0
906,"42,40%",1,"28,00%",1
907,"30,30%",0,"28,00%",1
908,"13,50%",1,"53,00%",1
909,"64,30%",0,"26,00%",0
910,"56,80%",0,"46,00%",0
911,"40,50%",0,"17,00%",0
912,"6,00%",0,"23,00%",0
913,"59,80%",0,"24,00%",0
914,"23,90%",0,"19,00%",0
915,"37,10%",1,"21,00%",0
916,"57,40%",0,"18,00%",0
917,"20,60%",0,"0,00%",0
918,"64,90%",0,"35,00%",0
919,"27,00%",0,"17,00%",0
920,"63,10%",0,"31,00%",0
921,"6,40%",0,"13,00%",0
922,"23,10%",1,"41,00%",0
923,"60,50%",2,"17,00%",0
924,"63,20%",3,"29,00%",1
925,"12,10%",0,"11,00%",0
926,"27,20%",0,"3,00%",0
927,"15,60%",0,"1,00%",0
928,"69,40%",1,"8,00%",0
929,"10,40%",0,"7,00%",0
930,"60,10%",0,"47,00%",0
931,"66,80%",0,"25,00%",0
932,"66,20%",3,"15,00%",0
933,"29,80%",1,"19,00%",0
934,"13,30%",0,"4,00%",0
935,"58,70%",3,"32,00%",1
936,"10,70%",1,"71,00%",1
937,"93,00%",1,"16,00%",0
938,"19,30%",3,"55,00%",0
939,"5,90%",0,"12,00%",0
940,"26,40%",0,"15,00%",0
941,"86,40%",1,"33,00%",1
942,"46,70%",0,"29,00%",0
943,"37,00%",1,"15,00%",0
944,"20,10%",0,"65,00%",0
945,"22,80%",0,"6,00%",0
946,"28,50%",3,"21,00%",0
947,"39,30%",2,"28,00%",1
948,"59,50%",3,"31,00%",1
949,"4,90%",0,"26,00%",0
950,"66,80%",0,"42,00%",0
951,"65,70%",1,"37,00%",1
952,"11,50%",0,"35,00%",0
953,"14,40%",2,"55,00%",0
954,"26,90%",1,"13,00%",0
955,"39,50%",0,"26,00%",0
956,"92,50%",0,"30,00%",0
957,"4,70%",0,"46,00%",0
958,"24,20%",0,"47,00%",0
959,"58,00%",3,"41,00%",1
960,"88,70%",2,"32,00%",1
961,"24,40%",0,"48,00%",1
962,"14,90%",1,"29,00%",0
963,"29,90%",0,"42,00%",0
964,"21,10%",0,"39,00%",0
965,"42,40%",0,"17,00%",0
966,"31,00%",0,"22,00%",0
967,"32,00%",0,"36,00%",0
968,"26,90%",0,"24,00%",0
969,"10,20%",1,"26,00%",0
970,"1,30%",1,"18,00%",0
971,"55,40%",1,"14,00%",0
972,"48,00%",0,"5,00%",0
973,"8,90%",0,"1,00%",0
974,"13,50%",0,"33,00%",0
975,"9,20%",0,"30,00%",0
976,"29,90%",0,"25,00%",0
977,"48,70%",0,"16,00%",0
978,"15,70%",0,"34,00%",0
979,"46,90%",1,"3,00%",0
980,"77,10%",0,"3,00%",0
981,"62,10%",0,"3,00%",0
982,"33,40%",0,"45,00%",0
983,"61,00%",0,"64,00%",0
984,"67,30%",0,"4,00%",0
985,"78,20%",3,"12,00%",0
986,"56,50%",0,"40,00%",0
987,"32,90%",1,"34,00%",1
988,"25,80%",0,"34,00%",0
989,"76,10%",1,"18,00%",1
990,"5,60%",0,"7,00%",0
991,"17,30%",0,"7,00%",0
992,"68,90%",2,"41,00%",1
993,"8,40%",0,"24,00%",0
994,"74,90%",2,"53,00%",1
995,"43,60%",0,"13,00%",0
996,"85,00%",2,"78,00%",1
997,"19,10%",0,"59,00%",1
998,"34,60%",0,"27,00%",0
999,"43,90%",0,"47,00%",0
1000,"9,10%",2,"3,00%",0
1001,"8,30%",1,"10,00%",0
1002,"13,30%",0,"47,00%",0
1003,"8,60%",0,"11,00%",0
1004,"9,80%",0,"37,00%",0
1005,"21,60%",1,"36,00%",0
1006,"6,10%",0,"7,00%",0
1007,"0,00%",0,"13,00%",0
1008,"36,40%",0,"66,00%",1
1009,"32,10%",2,"17,00%",0
1010,"11,10%",0,"30,00%",0
1011,"7,90%",0,"7,00%",0
1012,"58,20%",1,"39,00%",1
1013,"25,50%",0,"35,00%",0
1014,"42,40%",1,"76,00%",1
1015,"15,90%",0,"11,00%",0
1016,"59,20%",2,"32,00%",1
1017,"72,90%",1,"35,00%",0
1018,"12,40%",0,"36,00%",0
1019,"78,20%",0,"25,00%",0
1020,"9,80%",2,"40,00%",1
1021,"5,90%",0,"30,00%",0
1022,"71,80%",0,"11,00%",0
1023,"4,60%",0,"37,00%",0
1024,"30,90%",0,"15,00%",0
1025,"81,10%",3,"17,00%",0
1026,"7,80%",2,"42,00%",0
1027,"16,20%",2,"37,00%",0
1028,"24,20%",0,"56,00%",0
1029,"11,30%",0,"22,00%",0
1030,"11,00%",1,"32,00%",0
1031,"20,30%",0,"22,00%",0
1032,"15,30%",1,"30,00%",1
1033,"10,80%",1,"51,00%",1
1034,"79,20%",0,"22,00%",0
1035,"52,90%",0,"39,00%",1
1036,"7,30%",1,"51,00%",0
1037,"34,80%",1,"20,00%",0
1038,"1,20%",0,"24,00%",0
1039,"39,00%",2,"29,00%",0
1040,"20,40%",1,"18,00%",1
1041,"52,80%",1,"52,00%",1
1042,"63,70%",0,"21,00%",0
1043,"51,00%",0,"19,00%",0
1044,"53,60%",0,"28,00%",1
1045,"75,10%",2,"29,00%",0
1046,"14,10%",0,"11,00%",0
1047,"54,70%",0,"5,00%",0
1048,"48,30%",0,"27,00%",1
1049,"45,10%",0,"43,00%",0
1050,"23,30%",0,"10,00%",0
1051,"5,50%",0,"1,00%",0
1052,"16,60%",1,"25,00%",0
1053,"24,50%",0,"49,00%",1
1054,"58,30%",0,"18,00%",0
1055,"45,70%",0,"6,00%",0
1056,"52,90%",0,"49,00%",0
1057,"51,50%",3,"51,00%",1
1058,"40,60%",2,"14,00%",0
1059,"12,60%",1,"22,00%",0
1060,"14,60%",1,"37,00%",0
1061,"2,10%",0,"39,00%",0
1062,"26,50%",1,"34,00%",0
1063,"8,80%",1,"15,00%",0
1064,"45,10%",1,"8,00%",0
1065,"66,00%",2,"37,00%",0
1066,"43,30%",1,"22,00%",0
1067,"10,10%",0,"31,00%",0
1068,"20,20%",1,"12,00%",0
1069,"6,30%",2,"25,00%",0
1070,"7,50%",2,"36,00%",0
1071,"80,40%",0,"4,00%",0
1072,"21,40%",0,"29,00%",0
1073,"13,90%",0,"33,00%",0
1074,"14,70%",1,"22,00%",0
1075,"5,50%",0,"5,00%",0
1076,"61,40%",0,"38,00%",0
1077,"24,40%",0,"47,00%",0
1078,"85,00%",6,"23,00%",0
1079,"23,10%",0,"39,00%",0
1080,"27,50%",0,"4,00%",0
1081,"69,60%",0,"21,00%",0
1082,"23,30%",0,"37,00%",1
1083,"10,00%",2,"25,00%",1
1084,"34,70%",0,"49,00%",0
1085,"21,80%",2,"15,00%",0
1086,"72,50%",3,"53,00%",1
1087,"20,00%",1,"9,00%",0
1088,"13,40%",1,"13,00%",0
1089,"84,70%",0,"74,00%",1
1090,"15,80%",0,"22,00%",0
1091,"45,40%",0,"51,00%",0
1092,"7,80%",1,"26,00%",0
1093,"10,50%",0,"24,00%",0
1094,"9,70%",0,"34,00%",0
1095,"67,10%",1,"29,00%",0
1096,"83,10%",0,"28,00%",0
1097,"9,80%",0,"29,00%",0
1098,"63,50%",0,"48,00%",0
1099,"10,40%",0,"11,00%",0
1100,"42,80%",1,"14,00%",0
1101,"21,20%",2,"51,00%",0
1102,"28,30%",1,"36,00%",0
1103,"9,70%",0,"10,00%",0
1104,"3,40%",0,"19,00%",0
1105,"61,70%",1,"16,00%",0
1106,"62,60%",4,"29,00%",1
1107,"7,80%",0,"21,00%",0
1108,"19,60%",2,"5,00%",0
1109,"29,80%",0,"29,00%",0
1110,"8,70%",1,"23,00%",0
1111,"14,00%",0,"10,00%",0
1112,"8,80%",1,"6,00%",0
1113,"61,80%",2,"27,00%",0
1114,"2,60%",0,"44,00%",0
1115,"48,90%",0,"36,00%",0
1116,"23,50%",0,"9,00%",1
1117,"64,80%",1,"30,00%",0
1118,"68,50%",2,"53,00%",1
1119,"11,30%",1,"29,00%",1
1120,"17,40%",1,"10,00%",0
1121,"46,80%",0,"20,00%",1
1122,"38,40%",1,"16,00%",0
1123,"58,80%",0,"21,00%",0
1124,"7,10%",0,"30,00%",0
1125,"18,50%",0,"42,00%",0
1126,"70,10%",0,"44,00%",0
1127,"57,50%",0,"9,00%",0
1128,"0,30%",0,"29,00%",0
1129,"15,60%",1,"30,00%",0
1130,"13,20%",0,"34,00%",1
1131,"36,30%",1,"41,00%",0
1132,"91,10%",2,"48,00%",1
1133,"89,80%",0,"7,00%",0
1134,"6,50%",0,"34,00%",0
1135,"54,90%",0,"6,00%",0
1136,"22,60%",0,"41,00%",0
1137,"36,50%",1,"23,00%",0
1138,"7,80%",1,"49,00%",0
1139,"5,20%",0,"35,00%",0
1140,"11,90%",0,"49,00%",1
1141,"57,60%",0,"10,00%",0
1142,"22,70%",1,"12,00%",0
1143,"19,40%",0,"5,00%",0
1144,"70,30%",0,"41,00%",0
1145,"4,80%",0,"33,00%",0
1146,"55,20%",0,"38,00%",0
1147,"59,40%",1,"50,00%",1
1148,"5,30%",0,"19,00%",0
1149,"64,20%",2,"16,00%",0
1150,"24,20%",1,"37,00%",1
1151,"86,10%",3,"19,00%",1
1152,"12,20%",0,"32,00%",0
1153,"5,40%",1,"13,00%",0
1154,"59,30%",1,"30,00%",0
1155,"0,40%",0,"13,00%",0
1156,"63,10%",0,"41,00%",0
1157,"21,10%",1,"21,00%",0
1158,"1,70%",0,"62,00%",0
1159,"81,80%",3,"68,00%",1
1160,"57,30%",0,"8,00%",0
1161,"52,90%",0,"5,00%",0
1162,"28,30%",0,"11,00%",0
1163,"77,10%",0,"18,00%",1
1164,"18,70%",0,"47,00%",0
1165,"40,00%",0,"45,00%",0
1166,"1,00%",0,"1,00%",0
1167,"27,20%",1,"36,00%",0
1168,"8,60%",0,"33,00%",0
1169,"55,80%",2,"39,00%",1
1170,"24,10%",0,"3,00%",0
1171,"40,50%",0,"21,00%",0
1172,"65,60%",1,"38,00%",0
1173,"57,10%",3,"54,00%",1
1174,"5,10%",0,"2,00%",0
1175,"19,90%",0,"22,00%",0
1176,"14,10%",1,"7,00%",0
1177,"43,70%",0,"12,00%",0
1178,"61,90%",2,"40,00%",0
1179,"39,40%",0,"28,00%",0
1180,"78,50%",2,"14,00%",1
1181,"24,50%",1,"3,00%",0
1182,"15,80%",1,"11,00%",0
1183,"7,00%",0,"54,00%",1
1184,"26,90%",0,"35,00%",0
1185,"17,10%",0,"42,00%",0
1186,"58,30%",0,"38,00%",0
1187,"54,20%",0,"32,00%",1
1188,"49,60%",0,"32,00%",0
1189,"21,80%",0,"40,00%",0
1190,"79,60%",2,"37,00%",1
1191,"72,20%",0,"37,00%",0
1192,"5,00%",0,"46,00%",0
1193,"74,50%",1,"3,00%",1
1194,"31,80%",0,"19,00%",0
1195,"38,70%",0,"64,00%",0
1196,"13,20%",2,"31,00%",0
1197,"82,10%",2,"60,00%",0
1198,"11,70%",1,"12,00%",1
1199,"31,30%",0,"4,00%",0
1200,"14,40%",0,"25,00%",0
1201,"18,00%",2,"1,00%",0
1202,"19,60%",1,"19,00%",0
1203,"15,20%",0,"5,00%",0
1204,"11,30%",0,"9,00%",0
1205,"12,80%",0,"46,00%",0
1206,"22,30%",0,"32,00%",0
1207,"37,40%",0,"45,00%",0
1208,"6,30%",0,"34,00%",0
1209,"79,90%",1,"22,00%",0
1210,"46,90%",0,"20,00%",0
1211,"84,10%",3,"25,00%",1
1212,"15,20%",1,"3,00%",0
1213,"66,90%",0,"40,00%",0
1214,"14,30%",0,"7,00%",0
1215,"9,60%",0,"19,00%",0
1216,"26,20%",0,"21,00%",0
1217,"36,30%",0,"36,00%",0
1218,"38,80%",1,"31,00%",1
1219,"11,40%",0,"5,00%",0
1220,"39,70%",0,"12,00%",0
1221,"87,70%",2,"64,00%",1
1222,"33,30%",0,"34,00%",0
1223,"31,60%",0,"19,00%",0
1224,"8,40%",0,"43,00%",0
1225,"3,50%",0,"16,00%",0
1226,"99,10%",4,"19,00%",1
1227,"79,40%",0,"14,00%",0
1228,"2,70%",0,"27,00%",0
1229,"38,40%",0,"42,00%",0
1230,"42,70%",0,"46,00%",0
1231,"44,90%",0,"27,00%",0
1232,"14,50%",0,"32,00%",0
1233,"65,80%",0,"30,00%",0
1234,"22,90%",0,"18,00%",0
1235,"53,60%",0,"6,00%",0
1236,"75,50%",1,"25,00%",0
1237,"1,20%",0,"78,00%",0
1238,"6,70%",1,"13,00%",0
1239,"60,90%",2,"26,00%",1
1240,"68,70%",0,"46,00%",0
1241,"25,30%",0,"12,00%",0
1242,"82,30%",0,"37,00%",0
1243,"41,90%",0,"22,00%",0
1244,"16,40%",1,"50,00%",1
1245,"59,50%",1,"27,00%",0
1246,"28,40%",1,"23,00%",0
1247,"8,10%",0,"39,00%",0
1248,"89,20%",1,"38,00%",1
1249,"90,50%",6,"37,00%",1
1250,"28,50%",0,"58,00%",1
1251,"11,60%",0,"50,00%",0
1252,"58,60%",0,"31,00%",0
1253,"68,10%",0,"32,00%",0
1254,"41,80%",3,"19,00%",0
1255,"50,70%",5,"30,00%",1
1256,"27,30%",0,"34,00%",0
1257,"10,70%",0,"9,00%",0
1258,"48,20%",0,"43,00%",0
1259,"9,90%",1,"15,00%",0
1260,"40,90%",2,"42,00%",1
1261,"12,40%",0,"15,00%",0
1262,"35,20%",0,"16,00%",0
1263,"23,20%",0,"44,00%",1
1264,"29,20%",0,"10,00%",0
1265,"4,80%",2,"22,00%",0
1266,"48,30%",2,"23,00%",0
1267,"81,00%",0,"16,00%",0
1268,"3,70%",0,"1,00%",0
1269,"77,90%",0,"31,00%",0
1270,"34,20%",0,"15,00%",0
1271,"4,50%",1,"21,00%",0
1272,"14,10%",0,"35,00%",0
1273,"68,00%",0,"15,00%",0
1274,"52,80%",1,"12,00%",0
1275,"83,30%",1,"26,00%",1
1276,"6,60%",0,"18,00%",0
1277,"21,90%",1,"56,00%",0
1278,"70,70%",1,"71,00%",1
1279,"42,10%",0,"4,00%",0
1280,"34,00%",0,"9,00%",0
1281,"81,20%",1,"18,00%",0
1282,"21,90%",0,"13,00%",0
1283,"2,30%",0,"23,00%",0
1284,"12,20%",0,"13,00%",0
1285,"67,50%",3,"10,00%",0
1286,"45,20%",2,"38,00%",1
1287,"57,80%",2,"13,00%",1
1288,"93,10%",2,"25,00%",1
1289,"63,10%",0,"57,00%",0
1290,"81,40%",2,"31,00%",0
1291,"51,30%",1,"47,00%",1
1292,"32,00%",0,"18,00%",0
1293,"24,30%",0,"41,00%",0
1294,"10,20%",0,"3,00%",0
1295,"3,50%",0,"2,00%",0
1296,"7,30%",0,"22,00%",0
1297,"53,70%",0,"20,00%",0
1298,"17,40%",0,"27,00%",0
1299,"10,40%",2,"26,00%",1
1300,"31,80%",0,"4,00%",0
1301,"7,20%",0,"20,00%",0
1302,"47,00%",3,"26,00%",0
1303,"37,40%",0,"14,00%",0
1304,"25,70%",0,"30,00%",0
1305,"22,30%",0,"21,00%",0
1306,"32,10%",0,"52,00%",1
1307,"48,10%",1,"10,00%",0
1308,"42,40%",1,"32,00%",1
1309,"63,10%",0,"26,00%",0
1310,"7,90%",0,"2,00%",0
1311,"36,20%",0,"64,00%",0
1312,"37,60%",0,"36,00%",0
1313,"5,80%",0,"3,00%",0
1314,"9,40%",0,"3,00%",0
1315,"23,20%",3,"28,00%",0
1316,"20,30%",1,"2,00%",0
1317,"71,90%",3,"4,00%",0
1318,"7,60%",0,"20,00%",0
1319,"4,60%",2,"22,00%",0
1320,"5,70%",0,"2,00%",0
1321,"19,00%",0,"41,00%",0
1322,"25,80%",0,"5,00%",0
1323,"58,20%",0,"4,00%",0
1324,"7,70%",4,"22,00%",0
1325,"23,70%",0,"69,00%",1
1326,"64,90%",3,"29,00%",1
1327,"8,10%",0,"4,00%",0
1328,"10,70%",0,"7,00%",0
1329,"5,10%",0,"23,00%",0
1330,"4,70%",0,"46,00%",0
1331,"24,80%",0,"3,00%",0
1332,"10,50%",0,"11,00%",0
1333,"53,70%",0,"34,00%",0
1334,"10,70%",0,"63,00%",0
1335,"54,70%",0,"27,00%",0
1336,"45,80%",1,"20,00%",0
1337,"58,30%",0,"14,00%",0
1338,"79,90%",2,"13,00%",0
1339,"22,30%",0,"36,00%",0
1340,"29,00%",0,"3,00%",0
1341,"16,40%",1,"60,00%",0
1342,"36,10%",2,"38,00%",0
1343,"56,60%",1,"34,00%",1
1344,"17,20%",0,"24,00%",1
1345,"6,30%",0,"26,00%",0
1346,"85,40%",2,"50,00%",1
1347,"49,70%",0,"23,00%",0
1348,"65,70%",1,"20,00%",0
1349,"17,70%",0,"42,00%",0
1350,"20,60%",0,"28,00%",0
1351,"65,30%",4,"46,00%",1
1352,"44,50%",0,"30,00%",0
1353,"46,80%",3,"32,00%",1
1354,"51,20%",2,"37,00%",1
1355,"52,00%",1,"23,00%",0
1356,"18,20%",0,"24,00%",0
1357,"6,10%",1,"48,00%",0
1358,"16,50%",0,"46,00%",1
1359,"3,70%",0,"18,00%",0
1360,"55,40%",0,"74,00%",1
1361,"64,90%",0,"30,00%",0
1362,"8,30%",0,"1,00%",0
1363,"40,20%",1,"56,00%",1
1364,"61,90%",2,"16,00%",0
1365,"86,50%",3,"29,00%",1
1366,"7,40%",0,"7,00%",0
1367,"7,40%",0,"38,00%",0
1368,"4,40%",0,"13,00%",0
1369,"7,10%",0,"13,00%",0
1370,"42,50%",0,"53,00%",0
1371,"14,70%",0,"39,00%",0
1372,"20,50%",2,"43,00%",1
1373,"46,50%",0,"14,00%",0
1374,"59,80%",0,"38,00%",0
1375,"31,20%",0,"27,00%",0
1376,"3,60%",0,"3,00%",0
1377,"62,60%",0,"36,00%",0
1378,"21,70%",0,"50,00%",0
1379,"13,90%",0,"18,00%",1
1380,"18,90%",0,"50,00%",0
1381,"70,90%",1,"8,00%",1
1382,"23,80%",0,"9,00%",0
1383,"41,70%",1,"45,00%",0
1384,"8,60%",0,"10,00%",0
1385,"7,60%",0,"12,00%",0
1386,"36,10%",0,"9,00%",0
1387,"87,80%",2,"27,00%",0
1388,"69,40%",2,"12,00%",0
1389,"30,60%",2,"11,00%",1
1390,"39,50%",2,"30,00%",0
1391,"69,30%",0,"47,00%",1
1392,"62,50%",0,"40,00%",0
1393,"88,90%",3,"23,00%",0
1394,"38,30%",0,"19,00%",0
1395,"82,90%",5,"5,00%",0
1396,"49,20%",2,"18,00%",0
1397,"59,90%",2,"5,00%",0
1398,"28,70%",0,"35,00%",1
1399,"12,80%",1,"29,00%",0
1400,"3,80%",0,"15,00%",0
1401,"70,40%",3,"28,00%",0
1402,"2,60%",0,"26,00%",0
1403,"32,30%",2,"35,00%",0
1404,"46,80%",1,"14,00%",0
1405,"14,10%",0,"30,00%",0
1406,"54,20%",1,"40,00%",0
1407,"20,70%",0,"45,00%",1
1408,"57,00%",0,"21,00%",0
1409,"5,30%",0,"15,00%",0
1410,"18,50%",1,"26,00%",0
1411,"6,90%",2,"44,00%",0
1412,"2,20%",0,"21,00%",0
1413,"19,80%",3,"31,00%",0
1414,"2,00%",0,"35,00%",0
1415,"84,30%",1,"7,00%",0
1416,"76,60%",2,"12,00%",0
1417,"67,90%",0,"37,00%",0
1418,"39,00%",1,"46,00%",0
1419,"69,50%",0,"15,00%",0
1420,"63,50%",0,"33,00%",0
1421,"58,20%",0,"63,00%",1
1422,"7,50%",0,"21,00%",0
1423,"18,30%",0,"26,00%",0
1424,"36,90%",1,"42,00%",0
1425,"5,20%",0,"14,00%",0
1426,"0,30%",0,"7,00%",0
1427,"68,90%",0,"28,00%",0
1428,"20,00%",1,"24,00%",0
1429,"27,40%",0,"17,00%",0
1430,"14,80%",0,"14,00%",0
1431,"8,90%",0,"19,00%",0
1432,"9,60%",2,"43,00%",0
1433,"75,70%",0,"16,00%",1
1434,"65,40%",3,"35,00%",1
1435,"44,20%",0,"22,00%",0
1436,"17,00%",3,"10,00%",0
1437,"56,80%",2,"21,00%",1
1438,"6,50%",5,"38,00%",1
1439,"12,50%",0,"23,00%",0
1440,"27,20%",2,"11,00%",0
1441,"18,10%",2,"24,00%",0
1442,"10,20%",0,"17,00%",0
1443,"16,60%",0,"24,00%",0
1444,"0,10%",0,"7,00%",0
1445,"2,10%",1,"40,00%",0
1446,"31,70%",0,"20,00%",0
1447,"33,90%",2,"15,00%",1
1448,"18,30%",0,"34,00%",0
1449,"39,50%",0,"17,00%",0
1450,"93,90%",2,"39,00%",1
1451,"1,80%",0,"12,00%",0
1452,"80,90%",2,"29,00%",0
1453,"3,80%",0,"46,00%",1
1454,"22,80%",0,"33,00%",0
1455,"23,30%",0,"32,00%",0
1456,"39,80%",0,"42,00%",0
1457,"7,80%",1,"17,00%",0
1458,"0,30%",0,"30,00%",0
1459,"15,20%",0,"34,00%",0
1460,"9,50%",0,"18,00%",0
1461,"12,50%",0,"36,00%",0
1462,"14,60%",0,"15,00%",0
1463,"69,70%",1,"43,00%",1
1464,"88,30%",2,"37,00%",1
1465,"5,20%",1,"15,00%",0
1466,"42,40%",0,"9,00%",0
1467,"11,60%",1,"30,00%",0
1468,"16,00%",1,"10,00%",0
1469,"5,70%",0,"5,00%",0
1470,"20,60%",0,"50,00%",0
1471,"83,40%",0,"23,00%",1
1472,"31,30%",0,"17,00%",0
1473,"23,00%",0,"19,00%",0
1474,"9,00%",0,"8,00%",0
1475,"55,80%",1,"47,00%",1
1476,"83,20%",2,"29,00%",0
1477,"44,80%",0,"19,00%",0
1478,"5,40%",0,"18,00%",0
1479,"24,50%",0,"25,00%",0
1480,"5,80%",0,"18,00%",0
1481,"15,40%",0,"35,00%",0
1482,"25,00%",0,"28,00%",0
1483,"67,30%",0,"17,00%",0
1484,"59,40%",1,"28,00%",1
1485,"22,30%",1,"39,00%",0
1486,"66,90%",0,"5,00%",0
1487,"10,70%",0,"5,00%",0
1488,"57,10%",0,"41,00%",0
1489,"30,40%",2,"16,00%",0
1490,"16,80%",0,"31,00%",0
1491,"7,40%",0,"1,00%",0
1492,"12,90%",0,"10,00%",0
1493,"46,30%",1,"35,00%",0
1494,"6,70%",0,"35,00%",0
1495,"33,50%",1,"31,00%",1
1496,"11,90%",0,"20,00%",0
1497,"6,50%",1,"52,00%",1
1498,"12,00%",2,"35,00%",0
1499,"59,00%",1,"17,00%",0
1500,"47,10%",1,"19,00%",0
1501,"48,90%",0,"48,00%",0
1502,"9,70%",0,"0,00%",0
1503,"59,40%",0,"40,00%",0
1504,"41,60%",2,"29,00%",1
1505,"3,10%",0,"61,00%",0
1506,"2,20%",0,"10,00%",0
1507,"13,80%",0,"13,00%",0
1508,"4,60%",1,"30,00%",0
1509,"26,50%",0,"61,00%",1
1510,"1,80%",0,"30,00%",0
1511,"57,80%",3,"16,00%",0
1512,"5,10%",0,"50,00%",0
1513,"67,70%",2,"36,00%",0
1514,"31,40%",0,"6,00%",0
1515,"13,10%",2,"54,00%",0
1516,"29,70%",2,"53,00%",0
1517,"21,60%",0,"32,00%",0
1518,"33,00%",0,"15,00%",0
1519,"11,90%",2,"19,00%",0
1520,"25,20%",0,"24,00%",0
1521,"41,10%",0,"48,00%",1
1522,"74,40%",1,"11,00%",0
